like1_1,parlr_RRR,parRRR_factor,paralb_ice,paralb_snow,paralb_firn,paralbedo_aging,paralbedo_depth,parcenter_snow_transfer_function,parroughness_fresh_snow,parroughness_ice,simulation1_1,simulation1_2,simulation1_3,simulation1_4,simulation1_5,simulation1_6,simulation1_7,simulation1_8,simulation1_9,simulation1_10,simulation1_11,simulation1_12,simulation1_13,simulation1_14,simulation1_15,simulation1_16,simulation1_17,simulation1_18,simulation1_19,simulation1_20,simulation1_21,simulation1_22,simulation1_23,simulation1_24,simulation1_25,simulation1_26,simulation1_27,simulation1_28,simulation1_29,simulation1_30,simulation1_31,simulation1_32,simulation1_33,simulation1_34,simulation1_35,simulation1_36,simulation1_37,simulation1_38,simulation1_39,simulation1_40,simulation1_41,simulation1_42,simulation1_43,simulation1_44,simulation1_45,simulation1_46,simulation1_47,simulation1_48,simulation1_49,simulation1_50,simulation1_51,simulation1_52,simulation1_53,simulation1_54,simulation1_55,simulation1_56,simulation1_57,simulation1_58,simulation1_59,simulation1_60,simulation1_61,simulation1_62,simulation2_1,chain
-153.2,6.497e-05,0.8027,0.3123,0.883,0.5864,10.17,7.777,0.1365,0.569,3.172,0.0,0.0,0.0,0.044,0.4912,0.0,0.0,0.4302,0.0,0.0,0.0,0.05817,0.3215,0.05817,0.0,0.0,0.1592,0.259,0.4285,0.0,0.0,0.0,0.0,0.4285,0.4775,0.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.3557,0.5557,0.5557,0.0,0.0,0.0,0.2147,0.3367,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.4285,0.1931,0.5615,0.2029,-1.34,1.0
-153.5,0.00011605,0.8794,0.2296,0.891,0.4126,15.7,3.957,0.1571,1.458,4.31,0.0,0.0,0.0,0.044,0.4404,0.0,0.0,0.4302,0.0,0.0,0.0,0.08154,0.3367,0.05817,0.0,0.0,0.1753,0.2644,0.4302,0.0,0.0,0.0,0.0,0.4285,0.4775,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.0,0.3557,0.5557,0.557,0.0,0.0,0.0,0.2147,0.3289,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.4285,0.1837,0.5854,0.1931,-1.486,1.0
-153.4,0.0001822,0.672,0.3467,0.887,0.5205,19.77,7.05,0.871,0.926,3.018,0.0,0.0,0.0,0.05817,0.4238,0.0,0.0,0.4404,0.0,0.0,0.0,0.1019,0.3396,0.044,0.0,0.0,0.1348,0.259,0.401,0.0,0.0,0.0,0.0,0.4285,0.4604,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.002028,0.401,0.5464,0.5557,0.0,0.0,0.0,0.2029,0.3513,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.0,0.4285,0.1517,0.5806,0.1348,-1.295,1.0
-153.5,0.00011057,1.195,0.189,0.8047,0.568,9.25,3.74,0.1881,2.03,2.857,0.0,0.0,0.0,0.05817,0.4302,0.0,0.0,0.4285,0.0,0.0,0.0,0.002028,0.2644,0.002028,0.0,0.0,0.1348,0.2261,0.3706,0.0,0.0,0.0,0.0,0.2261,0.4285,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.0,0.3215,0.509,0.519,0.0,0.0,0.0,0.1931,0.316,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.3562,0.1697,0.5557,0.1697,-1.089,1.0
-153.5,0.0001078,1.26,0.2773,0.7715,0.4868,14.44,5.88,0.138,0.823,2.076,0.0,0.0,0.0,0.05817,0.4197,0.0,0.0,0.4285,0.0,0.0,0.0,0.002028,0.2644,0.02379,0.0,0.0,0.1592,0.2261,0.3743,0.0,0.0,0.0,0.0,0.2048,0.4285,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.0,0.3215,0.509,0.519,0.0,0.0,0.0,0.1781,0.316,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.3562,0.1697,0.558,0.1697,-0.9453,1.0
-160.5,0.0001686,1.081,0.2732,0.7607,0.571,16.34,5.137,0.445,1.749,2.305,0.0,0.0,0.0,0.1348,0.4177,0.0,0.0,0.4673,0.0,0.0,0.0,0.05817,0.316,0.044,0.0,0.0,0.1836,0.2961,0.4285,0.0,0.0,0.0,0.0,0.3125,0.4673,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4656,0.0,0.0,0.0,0.0,0.002028,0.3647,0.5557,0.5557,0.0,0.0,0.0,0.1781,0.3562,0.4673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.002028,0.4285,0.1517,0.593,0.1517,-1.354,1.0
-153.2,5.054e-05,0.657,0.2424,0.8994,0.59,21.61,3.307,0.5356,1.604,1.954,0.0,0.0,0.0,0.002028,0.4404,0.0,0.0,0.4302,0.0,0.0,0.0,0.05817,0.2996,0.05817,0.0,0.0,0.1348,0.2336,0.401,0.0,0.0,0.0,0.0,0.401,0.4604,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.0,0.3562,0.5293,0.5293,0.0,0.0,0.0,0.2147,0.3052,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.401,0.1697,0.5596,0.1697,-1.326,1.0
-153.5,0.0001699,0.9395,0.322,0.8037,0.564,15.16,3.014,0.282,0.9624,4.156,0.0,0.0,0.0,0.1161,0.43,0.0,0.0,0.4302,0.0,0.0,0.0,0.08154,0.3215,0.05817,0.0,0.0,0.1836,0.2961,0.4285,0.0,0.0,0.0,0.0,0.3513,0.4775,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.002028,0.3562,0.5557,0.5557,0.0,0.0,0.0,0.2029,0.3513,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.02379,0.4285,0.1697,0.567,0.1697,-1.345,1.0
-153.8,0.0001733,0.9536,0.3381,0.795,0.5493,20.55,7.227,0.4946,1.656,1.648,0.0,0.0,0.0,0.1161,0.4202,0.0,0.0,0.4302,0.0,0.0,0.0,0.08154,0.3215,0.044,0.0,0.0,0.1836,0.278,0.4285,0.0,0.0,0.0,0.0,0.3513,0.4775,0.1153,0.0,0.0,0.0,0.0,0.0,0.0,0.4673,0.0,0.0,0.0,0.0,0.002028,0.3867,0.5557,0.5557,0.0,0.0,0.0,0.1837,0.3557,0.4673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.002028,0.4285,0.1517,0.567,0.1517,-1.226,1.0
-153.9,0.000159,0.9023,0.2139,0.859,0.477,15.91,3.906,0.3022,0.2527,2.906,0.0,0.0,0.0,0.02379,0.4404,0.0,0.0,0.401,0.0,0.0,0.0,0.05817,0.2961,0.05817,0.0,0.0,0.1348,0.2261,0.401,0.0,0.0,0.0,0.0,0.3518,0.4302,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.0,0.3289,0.4775,0.519,0.0,0.0,0.0,0.2029,0.3215,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.3562,0.1697,0.5557,0.1697,-1.183,1.0
-153.9,0.0001025,1.066,0.2468,0.8115,0.5464,11.75,7.816,0.2517,0.465,4.035,0.0,0.0,0.0,0.05817,0.4338,0.0,0.0,0.4285,0.0,0.0,0.0,0.02379,0.2825,0.044,0.0,0.0,0.1592,0.2261,0.3743,0.0,0.0,0.0,0.0,0.277,0.4285,0.1153,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.0,0.3215,0.509,0.519,0.0,0.0,0.0,0.1837,0.316,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.3562,0.1697,0.5557,0.1697,-1.15,1.0
-154.2,5.406e-05,0.605,0.3296,0.886,0.5903,20.9,5.43,0.902,0.502,0.677,0.0,0.0,0.0,0.02379,0.4604,0.0,0.0,0.4302,0.0,0.0,0.0,0.05817,0.3215,0.044,0.0,0.0,0.1161,0.2261,0.401,0.0,0.0,0.0,0.0,0.4285,0.4426,0.1153,0.0,0.0,0.0,0.0,0.0,0.0,0.4302,0.0,0.0,0.0,0.0,0.0,0.401,0.5464,0.5557,0.0,0.0,0.0,0.2029,0.3289,0.4302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.1517,0.5596,0.1348,-1.1875,1.0
-154.0,9.114e-05,1.014,0.2496,0.7983,0.583,11.77,7.28,0.2502,0.6904,3.281,0.0,0.0,0.0,0.05817,0.4404,0.0,0.0,0.4285,0.0,0.0,0.0,0.02379,0.2961,0.05817,0.0,0.0,0.1656,0.2417,0.4285,0.0,0.0,0.0,0.0,0.2961,0.4673,0.1161,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.0,0.3513,0.519,0.519,0.0,0.0,0.0,0.1931,0.3333,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.4285,0.1697,0.5645,0.1697,-1.3545,1.0
-154.2,0.0001854,1.081,0.3467,0.765,0.464,16.8,6.824,0.1533,0.7417,2.77,0.0,0.0,0.002028,0.1656,0.4404,0.0,0.0,0.519,0.0,0.0,0.0,0.1161,0.3513,0.05817,0.0,0.0,0.1876,0.316,0.4302,0.0,0.0,0.0,0.0,0.3518,0.519,0.1161,0.0,0.0,0.0,0.0,0.0,0.002028,0.509,0.0,0.0,0.0,0.0,0.02379,0.4285,0.563,0.593,0.0,0.0,0.0,0.2029,0.4019,0.509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05817,0.02379,0.509,0.1697,0.614,0.1837,-1.442,1.0
-158.8,0.0001478,0.8594,0.2478,0.893,0.4028,17.75,3.74,0.3938,1.626,2.43,0.0,0.0,0.0,0.02379,0.4338,0.0,0.0,0.4302,0.0,0.0,0.0,0.08154,0.3215,0.05817,0.0,0.0,0.1348,0.2336,0.401,0.0,0.0,0.0,0.0,0.401,0.4604,0.05817,0.0,0.0,0.0,0.0,0.0,0.0,0.4285,0.0,0.0,0.0,0.0,0.0,0.3442,0.5557,0.5557,0.0,0.0,0.0,0.2029,0.3215,0.4285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02379,0.401,0.1697,0.5645,0.1697,-1.265,1.0
-154.4,5.156e-05,0.825,0.2317,0.8506,0.445,19.77,6.574,0.1388,1.324,3.006,0.0,0.0,0.0,0.08154,0.4883,0.0,0.0,0.4775,0.0,0.0,0.0,0.1161,0.3562,0.0777,0.0,0.0,0.1836,0.2961,0.4302,0.0,0.0,0.0,0.0,0.4302,0.5557,0.1348,0.0,0.0,0.0,0.0,0.0,0.0,0.519,0.0,0.0,0.0,0.0,0.0,0.4285,0.5645,0.567,0.0,0.0,0.0,0.2147,0.3562,0.4502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002028,0.044,0.4673,0.1931,0.62,0.2029,-1.814,1.0
